,Call Id,Agent,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,DateTime
785,ID0786,Martha,Contract related,1,0,49.0,00:06:21,5.0,2021-01-14 12:43:12
786,ID0787,Dan,Technical Support,1,1,101.0,00:06:10,3.0,2021-01-14 13:01:55
787,ID0788,Joe,Contract related,1,1,72.0,00:05:58,3.0,2021-01-14 13:01:55
788,ID0789,Martha,Technical Support,1,1,18.0,00:01:50,3.0,2021-01-14 13:30:43
789,ID0790,Diane,Contract related,1,1,86.0,00:04:33,5.0,2021-01-14 13:30:43
790,ID0791,Dan,Admin Support,1,1,109.0,00:00:38,4.0,2021-01-14 13:35:02
791,ID0792,Martha,Technical Support,0,0,,,,2021-01-14 13:35:02
792,ID0793,Martha,Admin Support,1,1,32.0,00:04:12,2.0,2021-01-14 14:09:36
793,ID0794,Dan,Contract related,1,1,68.0,00:05:15,3.0,2021-01-14 14:09:36
794,ID0795,Joe,Technical Support,1,1,10.0,00:06:57,4.0,2021-01-14 14:38:24
795,ID0796,Jim,Payment related,1,1,76.0,00:04:47,5.0,2021-01-14 14:38:24
796,ID0797,Dan,Payment related,1,1,124.0,00:06:33,3.0,2021-01-14 14:57:07
797,ID0798,Becky,Technical Support,1,1,28.0,00:04:12,3.0,2021-01-14 14:57:07
798,ID0799,Becky,Streaming,1,1,107.0,00:01:39,4.0,2021-01-14 15:20:10
799,ID0800,Martha,Admin Support,0,0,,,,2021-01-14 15:20:10
800,ID0801,Diane,Streaming,0,0,,,,2021-01-14 15:51:50
801,ID0802,Martha,Admin Support,0,0,,,,2021-01-14 15:51:50
802,ID0803,Stewart,Streaming,0,0,,,,2021-01-14 15:54:43
803,ID0804,Joe,Technical Support,0,0,,,,2021-01-14 15:54:43
804,ID0805,Diane,Contract related,1,1,21.0,00:01:40,4.0,2021-01-14 16:27:50
805,ID0806,Dan,Streaming,1,1,66.0,00:05:43,2.0,2021-01-14 16:27:50
806,ID0807,Becky,Technical Support,0,0,,,,2021-01-14 16:39:22
807,ID0808,Greg,Streaming,1,1,19.0,00:06:32,3.0,2021-01-14 16:39:22
808,ID0809,Greg,Contract related,1,1,100.0,00:05:59,4.0,2021-01-14 17:19:41
809,ID0810,Jim,Technical Support,1,1,108.0,00:06:24,4.0,2021-01-14 17:19:41
810,ID0811,Stewart,Technical Support,1,1,123.0,00:04:35,1.0,2021-01-14 17:22:34
811,ID0812,Greg,Contract related,0,0,,,,2021-01-14 17:22:34
812,ID0813,Dan,Contract related,1,1,76.0,00:02:07,2.0,2021-01-14 17:32:38
813,ID0814,Joe,Contract related,1,1,78.0,00:01:33,2.0,2021-01-14 17:32:38
814,ID0815,Becky,Streaming,1,1,17.0,00:02:33,1.0,2021-01-14 17:32:38
815,ID0816,Diane,Streaming,1,1,60.0,00:04:13,4.0,2021-01-14 17:32:38
816,ID0817,Jim,Contract related,1,1,76.0,00:01:47,3.0,2021-01-15 09:40:19
817,ID0818,Greg,Contract related,1,1,80.0,00:04:02,4.0,2021-01-15 09:40:19
818,ID0819,Greg,Admin Support,1,0,20.0,00:05:37,4.0,2021-01-15 09:40:19
819,ID0820,Becky,Admin Support,1,1,82.0,00:06:22,3.0,2021-01-15 09:40:19
820,ID0821,Stewart,Technical Support,1,1,33.0,00:05:52,3.0,2021-01-15 09:50:24
821,ID0822,Stewart,Admin Support,1,1,93.0,00:01:56,3.0,2021-01-15 09:50:24
822,ID0823,Diane,Streaming,1,1,29.0,00:03:00,4.0,2021-01-15 10:56:38
823,ID0824,Martha,Admin Support,1,1,83.0,00:06:53,4.0,2021-01-15 10:56:38
824,ID0825,Stewart,Payment related,1,1,113.0,00:02:01,4.0,2021-01-15 11:31:12
825,ID0826,Stewart,Admin Support,1,1,21.0,00:03:26,4.0,2021-01-15 11:31:12
826,ID0827,Becky,Admin Support,1,0,82.0,00:02:40,4.0,2021-01-15 11:38:24
827,ID0828,Diane,Streaming,1,1,91.0,00:03:47,3.0,2021-01-15 11:38:24
828,ID0829,Dan,Technical Support,1,1,111.0,00:00:40,4.0,2021-01-15 11:45:36
829,ID0830,Martha,Admin Support,1,1,70.0,00:05:13,4.0,2021-01-15 11:45:36
830,ID0831,Dan,Technical Support,0,0,,,,2021-01-15 13:46:34
831,ID0832,Joe,Streaming,1,1,58.0,00:04:19,4.0,2021-01-15 13:46:34
832,ID0833,Jim,Streaming,1,1,10.0,00:05:27,4.0,2021-01-15 13:53:46
833,ID0834,Becky,Payment related,1,1,77.0,00:03:00,1.0,2021-01-15 13:53:46
834,ID0835,Diane,Streaming,1,1,92.0,00:03:59,4.0,2021-01-15 14:08:10
835,ID0836,Jim,Admin Support,1,1,59.0,00:02:09,1.0,2021-01-15 14:08:10
836,ID0837,Diane,Admin Support,1,1,42.0,00:04:19,2.0,2021-01-15 14:13:55
837,ID0838,Greg,Payment related,1,1,110.0,00:04:32,3.0,2021-01-15 14:13:55
838,ID0839,Jim,Contract related,1,1,21.0,00:01:32,5.0,2021-01-15 15:01:26
839,ID0840,Diane,Payment related,0,0,,,,2021-01-15 15:01:26
840,ID0841,Diane,Technical Support,1,0,60.0,00:03:28,4.0,2021-01-15 15:21:36
841,ID0842,Greg,Payment related,1,1,93.0,00:02:25,2.0,2021-01-15 15:21:36
842,ID0843,Greg,Contract related,0,0,,,,2021-01-15 15:30:14
843,ID0844,Diane,Streaming,1,1,79.0,00:06:12,3.0,2021-01-15 15:30:14
844,ID0845,Diane,Technical Support,1,1,21.0,00:05:57,5.0,2021-01-15 15:46:05
845,ID0846,Stewart,Contract related,1,1,102.0,00:02:46,5.0,2021-01-15 15:46:05
846,ID0847,Joe,Payment related,1,0,10.0,00:01:18,5.0,2021-01-15 16:06:14
847,ID0848,Stewart,Technical Support,1,1,117.0,00:00:41,4.0,2021-01-15 16:06:14
848,ID0849,Becky,Contract related,1,1,45.0,00:06:53,3.0,2021-01-15 16:37:55
849,ID0850,Greg,Admin Support,1,0,50.0,00:01:01,3.0,2021-01-15 16:37:55
850,ID0851,Becky,Admin Support,1,1,42.0,00:02:48,3.0,2021-01-15 16:40:48
851,ID0852,Jim,Contract related,1,1,86.0,00:06:03,3.0,2021-01-15 16:40:48
852,ID0853,Jim,Contract related,1,1,92.0,00:04:43,5.0,2021-01-15 16:43:41
853,ID0854,Diane,Streaming,1,1,54.0,00:05:39,5.0,2021-01-15 16:43:41
854,ID0855,Dan,Streaming,1,1,76.0,00:06:35,3.0,2021-01-15 17:21:07
855,ID0856,Greg,Admin Support,1,1,49.0,00:01:59,5.0,2021-01-15 17:21:07
856,ID0857,Joe,Contract related,1,1,13.0,00:04:50,3.0,2021-01-15 17:38:24
857,ID0858,Becky,Payment related,0,0,,,,2021-01-15 17:38:24
858,ID0859,Becky,Streaming,1,1,24.0,00:05:30,5.0,2021-01-15 17:41:17
859,ID0860,Becky,Streaming,1,1,71.0,00:02:39,3.0,2021-01-15 17:41:17
860,ID0861,Stewart,Admin Support,1,1,42.0,00:06:13,3.0,2021-01-15 18:00:00
861,ID0862,Becky,Streaming,1,1,63.0,00:05:25,1.0,2021-01-15 18:00:00
862,ID0863,Becky,Technical Support,1,0,19.0,00:00:36,5.0,2021-01-16 09:00:00
863,ID0864,Dan,Streaming,1,1,107.0,00:05:11,1.0,2021-01-16 09:00:00
864,ID0865,Dan,Technical Support,0,0,,,,2021-01-16 10:20:38
865,ID0866,Martha,Admin Support,1,1,85.0,00:05:21,4.0,2021-01-16 10:20:38
866,ID0867,Diane,Technical Support,1,1,15.0,00:01:09,2.0,2021-01-16 10:30:43
867,ID0868,Becky,Technical Support,1,1,111.0,00:06:45,5.0,2021-01-16 10:30:43
868,ID0869,Diane,Contract related,1,1,23.0,00:01:01,4.0,2021-01-16 10:52:19
869,ID0870,Dan,Payment related,1,1,115.0,00:00:36,3.0,2021-01-16 10:52:19
870,ID0871,Jim,Technical Support,1,1,83.0,00:00:52,3.0,2021-01-16 11:08:10
871,ID0872,Greg,Admin Support,0,0,,,,2021-01-16 11:08:10
872,ID0873,Becky,Streaming,0,0,,,,2021-01-16 12:14:24
873,ID0874,Greg,Technical Support,1,1,50.0,00:06:29,3.0,2021-01-16 12:14:24
874,ID0875,Becky,Payment related,1,1,19.0,00:01:23,3.0,2021-01-16 12:28:48
875,ID0876,Diane,Contract related,1,0,107.0,00:03:36,4.0,2021-01-16 12:28:48
876,ID0877,Joe,Admin Support,1,0,121.0,00:03:49,3.0,2021-01-16 12:44:38
877,ID0878,Dan,Payment related,1,1,55.0,00:05:07,3.0,2021-01-16 12:44:38
878,ID0879,Becky,Streaming,1,1,92.0,00:01:19,2.0,2021-01-16 12:56:10
879,ID0880,Stewart,Admin Support,1,0,24.0,00:05:48,3.0,2021-01-16 12:56:10
880,ID0881,Martha,Technical Support,0,0,,,,2021-01-16 13:03:22
881,ID0882,Jim,Streaming,1,1,58.0,00:02:18,5.0,2021-01-16 13:03:22
882,ID0883,Dan,Technical Support,0,0,,,,2021-01-16 13:35:02
883,ID0884,Stewart,Payment related,0,0,,,,2021-01-16 13:35:02
884,ID0885,Greg,Streaming,1,1,28.0,00:06:55,4.0,2021-01-16 13:36:29
885,ID0886,Joe,Technical Support,1,1,30.0,00:06:49,4.0,2021-01-16 13:36:29
886,ID0887,Greg,Admin Support,1,1,84.0,00:02:42,3.0,2021-01-16 14:02:24
887,ID0888,Jim,Technical Support,1,1,78.0,00:04:57,2.0,2021-01-16 14:02:24
888,ID0889,Jim,Admin Support,1,1,122.0,00:01:05,3.0,2021-01-16 14:11:02
889,ID0890,Diane,Contract related,1,1,26.0,00:01:11,1.0,2021-01-16 14:11:02
890,ID0891,Jim,Technical Support,1,1,95.0,00:00:57,3.0,2021-01-16 14:25:26
891,ID0892,Stewart,Technical Support,1,1,45.0,00:01:48,4.0,2021-01-16 14:25:26
892,ID0893,Diane,Technical Support,0,0,,,,2021-01-16 14:39:50
893,ID0894,Diane,Contract related,0,0,,,,2021-01-16 14:39:50
894,ID0895,Dan,Streaming,1,0,76.0,00:06:40,3.0,2021-01-16 14:49:55
895,ID0896,Martha,Streaming,1,0,97.0,00:01:36,4.0,2021-01-16 14:49:55
896,ID0897,Stewart,Technical Support,0,0,,,,2021-01-16 15:24:29
897,ID0898,Stewart,Contract related,1,1,22.0,00:02:57,3.0,2021-01-16 15:24:29
898,ID0899,Becky,Streaming,1,0,55.0,00:00:52,3.0,2021-01-16 15:30:14
899,ID0900,Joe,Payment related,1,0,64.0,00:01:08,4.0,2021-01-16 15:30:14
900,ID0901,Greg,Streaming,1,1,87.0,00:01:13,3.0,2021-01-16 15:47:31
901,ID0902,Stewart,Technical Support,0,0,,,,2021-01-16 15:47:31
902,ID0903,Martha,Streaming,1,1,79.0,00:04:00,4.0,2021-01-16 15:53:17
903,ID0904,Becky,Contract related,1,1,33.0,00:05:02,4.0,2021-01-16 15:53:17
904,ID0905,Joe,Technical Support,1,1,114.0,00:05:22,4.0,2021-01-16 16:35:02
905,ID0906,Stewart,Technical Support,1,1,112.0,00:00:54,5.0,2021-01-16 16:35:02
906,ID0907,Becky,Technical Support,1,1,61.0,00:06:14,3.0,2021-01-16 16:36:29
907,ID0908,Jim,Technical Support,0,0,,,,2021-01-16 16:36:29
908,ID0909,Jim,Payment related,1,0,58.0,00:04:31,2.0,2021-01-16 16:52:19
909,ID0910,Becky,Streaming,1,1,13.0,00:02:05,3.0,2021-01-16 16:52:19
910,ID0911,Stewart,Contract related,1,1,36.0,00:03:58,4.0,2021-01-16 17:42:43
911,ID0912,Greg,Contract related,1,1,48.0,00:03:38,3.0,2021-01-16 17:42:43
912,ID0913,Stewart,Payment related,1,1,99.0,00:00:33,5.0,2021-01-16 17:57:07
913,ID0914,Joe,Technical Support,1,1,78.0,00:01:47,3.0,2021-01-16 17:57:07
914,ID0915,Greg,Streaming,1,1,82.0,00:02:52,4.0,2021-01-16 17:58:34
915,ID0916,Becky,Admin Support,0,0,,,,2021-01-16 17:58:34
916,ID0917,Stewart,Streaming,1,1,19.0,00:01:43,5.0,2021-01-16 18:00:00
917,ID0918,Becky,Streaming,1,1,34.0,00:06:45,4.0,2021-01-16 18:00:00
918,ID0919,Becky,Technical Support,1,1,89.0,00:03:11,3.0,2021-01-17 09:51:50
919,ID0920,Martha,Contract related,1,1,116.0,00:06:18,4.0,2021-01-17 09:51:50
920,ID0921,Martha,Streaming,1,1,88.0,00:04:03,4.0,2021-01-17 10:32:10
921,ID0922,Stewart,Streaming,1,1,15.0,00:03:04,3.0,2021-01-17 10:32:10
922,ID0923,Martha,Contract related,1,1,59.0,00:02:17,5.0,2021-01-17 11:42:43
923,ID0924,Greg,Contract related,0,0,,,,2021-01-17 11:42:43
924,ID0925,Martha,Contract related,1,1,125.0,00:03:09,2.0,2021-01-17 11:42:43
925,ID0926,Greg,Streaming,1,1,88.0,00:04:06,4.0,2021-01-17 11:42:43
926,ID0927,Jim,Streaming,1,1,20.0,00:04:39,5.0,2021-01-17 11:45:36
927,ID0928,Stewart,Contract related,1,1,64.0,00:05:46,3.0,2021-01-17 11:45:36
928,ID0929,Jim,Streaming,0,0,,,,2021-01-17 12:38:53
929,ID0930,Stewart,Admin Support,1,1,111.0,00:02:19,5.0,2021-01-17 12:38:53
930,ID0931,Joe,Admin Support,0,0,,,,2021-01-17 12:44:38
931,ID0932,Jim,Technical Support,0,0,,,,2021-01-17 12:44:38
932,ID0933,Joe,Technical Support,1,1,40.0,00:03:01,4.0,2021-01-17 13:29:17
933,ID0934,Martha,Technical Support,1,1,35.0,00:03:07,2.0,2021-01-17 13:29:17
934,ID0935,Martha,Contract related,1,1,106.0,00:02:47,5.0,2021-01-17 13:30:43
935,ID0936,Diane,Payment related,1,1,97.0,00:02:39,2.0,2021-01-17 13:30:43
936,ID0937,Diane,Contract related,1,1,67.0,00:01:51,3.0,2021-01-17 13:36:29
937,ID0938,Stewart,Contract related,1,1,98.0,00:01:16,5.0,2021-01-17 13:36:29
938,ID0939,Joe,Contract related,1,1,120.0,00:02:20,4.0,2021-01-17 13:53:46
939,ID0940,Becky,Technical Support,1,1,91.0,00:00:45,5.0,2021-01-17 13:53:46
940,ID0941,Martha,Payment related,1,1,22.0,00:04:53,5.0,2021-01-17 14:00:58
941,ID0942,Diane,Streaming,1,0,113.0,00:02:45,2.0,2021-01-17 14:00:58
942,ID0943,Diane,Streaming,0,0,,,,2021-01-17 14:18:14
943,ID0944,Jim,Payment related,1,1,60.0,00:01:58,4.0,2021-01-17 14:18:14
944,ID0945,Diane,Payment related,1,1,97.0,00:02:35,5.0,2021-01-17 14:28:19
945,ID0946,Becky,Streaming,1,1,118.0,00:00:52,4.0,2021-01-17 14:28:19
946,ID0947,Dan,Technical Support,1,1,19.0,00:01:21,5.0,2021-01-17 14:31:12
947,ID0948,Stewart,Contract related,0,0,,,,2021-01-17 14:31:12
948,ID0949,Greg,Streaming,0,0,,,,2021-01-17 15:00:00
949,ID0950,Dan,Streaming,1,1,124.0,00:06:18,4.0,2021-01-17 15:00:00
950,ID0951,Dan,Payment related,1,1,53.0,00:05:11,2.0,2021-01-17 15:01:26
951,ID0952,Diane,Admin Support,1,1,61.0,00:00:38,5.0,2021-01-17 15:01:26
952,ID0953,Joe,Contract related,1,1,18.0,00:00:46,1.0,2021-01-17 15:21:36
953,ID0954,Greg,Admin Support,1,1,80.0,00:01:16,3.0,2021-01-17 15:21:36
954,ID0955,Stewart,Technical Support,1,1,47.0,00:04:08,4.0,2021-01-17 16:22:05
955,ID0956,Stewart,Payment related,1,1,101.0,00:05:20,2.0,2021-01-17 16:22:05
956,ID0957,Joe,Streaming,1,1,71.0,00:05:40,3.0,2021-01-17 16:24:58
957,ID0958,Martha,Technical Support,1,1,44.0,00:04:07,4.0,2021-01-17 16:24:58
958,ID0959,Becky,Payment related,1,1,14.0,00:03:00,4.0,2021-01-17 16:29:17
959,ID0960,Martha,Payment related,0,0,,,,2021-01-17 16:29:17
960,ID0961,Jim,Contract related,1,1,44.0,00:02:40,2.0,2021-01-17 17:06:43
961,ID0962,Diane,Admin Support,1,1,97.0,00:06:46,4.0,2021-01-17 17:06:43
962,ID0963,Becky,Streaming,0,0,,,,2021-01-17 17:16:48
963,ID0964,Diane,Admin Support,1,0,91.0,00:04:09,3.0,2021-01-17 17:16:48
964,ID0965,Dan,Payment related,1,1,48.0,00:03:13,3.0,2021-01-17 17:21:07
965,ID0966,Greg,Contract related,1,1,45.0,00:01:39,3.0,2021-01-17 17:21:07
966,ID0967,Becky,Admin Support,1,1,60.0,00:02:00,5.0,2021-01-17 17:54:14
967,ID0968,Jim,Streaming,1,1,85.0,00:05:32,4.0,2021-01-17 17:54:14
968,ID0969,Joe,Admin Support,1,1,53.0,00:06:06,4.0,2021-01-18 09:24:29
969,ID0970,Greg,Contract related,1,0,27.0,00:06:14,5.0,2021-01-18 09:24:29
970,ID0971,Joe,Admin Support,1,1,30.0,00:04:03,3.0,2021-01-18 09:24:29
971,ID0972,Dan,Contract related,0,0,,,,2021-01-18 09:24:29
972,ID0973,Jim,Admin Support,1,1,113.0,00:03:01,5.0,2021-01-18 09:31:41
973,ID0974,Jim,Technical Support,0,0,,,,2021-01-18 09:31:41
974,ID0975,Diane,Admin Support,0,0,,,,2021-01-18 09:36:00
975,ID0976,Jim,Streaming,1,1,80.0,00:06:57,4.0,2021-01-18 09:36:00
976,ID0977,Stewart,Contract related,1,1,45.0,00:07:00,5.0,2021-01-18 10:16:19
977,ID0978,Joe,Admin Support,1,1,95.0,00:02:16,1.0,2021-01-18 10:16:19
978,ID0979,Martha,Streaming,0,0,,,,2021-01-18 11:28:19
979,ID0980,Dan,Payment related,1,1,33.0,00:01:28,3.0,2021-01-18 11:28:19
980,ID0981,Stewart,Payment related,0,0,,,,2021-01-18 11:47:02
981,ID0982,Jim,Streaming,1,1,90.0,00:06:47,3.0,2021-01-18 11:47:02
982,ID0983,Greg,Payment related,1,1,90.0,00:02:14,3.0,2021-01-18 11:51:22
983,ID0984,Jim,Streaming,1,0,57.0,00:04:10,1.0,2021-01-18 11:51:22
984,ID0985,Becky,Admin Support,1,1,123.0,00:05:50,2.0,2021-01-18 11:55:41
985,ID0986,Diane,Admin Support,1,1,39.0,00:06:51,4.0,2021-01-18 11:55:41
986,ID0987,Greg,Technical Support,1,0,38.0,00:02:16,5.0,2021-01-18 11:57:07
987,ID0988,Diane,Streaming,1,1,26.0,00:01:35,1.0,2021-01-18 11:57:07
988,ID0989,Diane,Contract related,1,1,43.0,00:02:34,3.0,2021-01-18 11:58:34
989,ID0990,Jim,Streaming,1,1,89.0,00:05:53,3.0,2021-01-18 11:58:34
990,ID0991,Jim,Contract related,1,1,121.0,00:05:24,3.0,2021-01-18 12:00:00
991,ID0992,Jim,Payment related,1,1,114.0,00:03:10,4.0,2021-01-18 12:00:00
992,ID0993,Stewart,Contract related,0,0,,,,2021-01-18 12:34:34
993,ID0994,Dan,Technical Support,0,0,,,,2021-01-18 12:34:34
994,ID0995,Becky,Streaming,0,0,,,,2021-01-18 12:37:26
995,ID0996,Becky,Admin Support,1,0,101.0,00:04:36,3.0,2021-01-18 12:37:26
996,ID0997,Joe,Payment related,1,1,87.0,00:05:19,4.0,2021-01-18 12:38:53
997,ID0998,Greg,Admin Support,1,1,22.0,00:06:02,5.0,2021-01-18 12:38:53
998,ID0999,Stewart,Streaming,1,1,19.0,00:03:57,2.0,2021-01-18 12:41:46
999,ID1000,Becky,Admin Support,1,1,31.0,00:02:30,4.0,2021-01-18 12:41:46
1000,ID1001,Martha,Payment related,1,1,24.0,00:06:03,4.0,2021-01-18 12:48:58
1001,ID1002,Dan,Payment related,1,0,94.0,00:04:42,4.0,2021-01-18 12:48:58
1002,ID1003,Dan,Streaming,1,1,79.0,00:00:47,4.0,2021-01-18 13:10:34
1003,ID1004,Jim,Technical Support,0,0,,,,2021-01-18 13:10:34
1004,ID1005,Martha,Admin Support,1,1,87.0,00:04:40,4.0,2021-01-18 13:10:34
1005,ID1006,Dan,Contract related,1,0,65.0,00:06:04,4.0,2021-01-18 13:10:34
1006,ID1007,Martha,Contract related,1,1,36.0,00:04:23,3.0,2021-01-18 14:58:34
1007,ID1008,Joe,Technical Support,0,0,,,,2021-01-18 14:58:34
1008,ID1009,Stewart,Streaming,1,1,33.0,00:02:16,4.0,2021-01-18 15:18:43
1009,ID1010,Becky,Contract related,0,0,,,,2021-01-18 15:18:43
1010,ID1011,Jim,Admin Support,0,0,,,,2021-01-18 15:50:24
1011,ID1012,Greg,Streaming,1,1,24.0,00:03:15,5.0,2021-01-18 15:50:24
1012,ID1013,Stewart,Admin Support,1,1,32.0,00:03:40,5.0,2021-01-18 16:12:00
1013,ID1014,Joe,Contract related,1,0,24.0,00:03:46,4.0,2021-01-18 16:12:00
1014,ID1015,Stewart,Technical Support,1,1,96.0,00:05:29,5.0,2021-01-18 16:49:26
1015,ID1016,Joe,Technical Support,1,1,45.0,00:02:05,5.0,2021-01-18 16:49:26
1016,ID1017,Jim,Admin Support,1,1,16.0,00:05:09,1.0,2021-01-18 17:13:55
1017,ID1018,Greg,Technical Support,1,1,75.0,00:06:56,5.0,2021-01-18 17:13:55
1018,ID1019,Joe,Contract related,1,1,71.0,00:00:37,3.0,2021-01-18 17:18:14
1019,ID1020,Stewart,Technical Support,1,1,47.0,00:02:17,3.0,2021-01-18 17:18:14
1020,ID1021,Stewart,Admin Support,1,1,54.0,00:04:48,3.0,2021-01-18 17:18:14
1021,ID1022,Becky,Payment related,1,1,101.0,00:04:29,4.0,2021-01-18 17:18:14
1022,ID1023,Martha,Streaming,1,1,46.0,00:02:07,3.0,2021-01-18 17:25:26
1023,ID1024,Becky,Technical Support,1,1,45.0,00:06:55,3.0,2021-01-18 17:25:26
1024,ID1025,Martha,Technical Support,1,1,45.0,00:05:25,4.0,2021-01-18 17:26:53
1025,ID1026,Jim,Admin Support,1,1,30.0,00:04:58,5.0,2021-01-18 17:26:53
1026,ID1027,Greg,Technical Support,1,1,105.0,00:04:54,4.0,2021-01-18 17:42:43
1027,ID1028,Jim,Payment related,1,1,102.0,00:04:54,4.0,2021-01-18 17:42:43
1028,ID1029,Greg,Payment related,1,1,46.0,00:05:01,3.0,2021-01-18 17:55:41
1029,ID1030,Stewart,Admin Support,1,1,11.0,00:00:52,1.0,2021-01-18 17:55:41
1030,ID1031,Dan,Payment related,1,1,125.0,00:06:03,3.0,2021-01-19 09:02:53
1031,ID1032,Stewart,Admin Support,1,1,112.0,00:01:53,3.0,2021-01-19 09:02:53
1032,ID1033,Becky,Technical Support,1,1,14.0,00:01:56,3.0,2021-01-19 09:15:50
1033,ID1034,Joe,Contract related,1,0,10.0,00:04:43,4.0,2021-01-19 09:15:50
1034,ID1035,Martha,Contract related,1,1,60.0,00:00:32,3.0,2021-01-19 09:18:43
1035,ID1036,Diane,Streaming,1,1,59.0,00:05:02,5.0,2021-01-19 09:18:43
1036,ID1037,Stewart,Technical Support,1,1,87.0,00:03:43,5.0,2021-01-19 09:36:00
1037,ID1038,Martha,Contract related,1,1,111.0,00:03:06,5.0,2021-01-19 09:36:00
1038,ID1039,Joe,Contract related,0,0,,,,2021-01-19 09:44:38
1039,ID1040,Becky,Payment related,1,1,10.0,00:03:11,2.0,2021-01-19 09:44:38
1040,ID1041,Joe,Technical Support,0,0,,,,2021-01-19 10:13:26
1041,ID1042,Joe,Streaming,0,0,,,,2021-01-19 10:13:26
1042,ID1043,Greg,Payment related,1,1,116.0,00:05:48,5.0,2021-01-19 10:19:12
1043,ID1044,Diane,Admin Support,1,0,89.0,00:03:20,3.0,2021-01-19 10:19:12
1044,ID1045,Becky,Contract related,0,0,,,,2021-01-19 10:33:36
1045,ID1046,Joe,Contract related,1,0,106.0,00:03:52,4.0,2021-01-19 10:33:36
1046,ID1047,Stewart,Streaming,0,0,,,,2021-01-19 10:52:19
1047,ID1048,Martha,Streaming,1,1,81.0,00:01:27,4.0,2021-01-19 10:52:19
1048,ID1049,Dan,Contract related,0,0,,,,2021-01-19 11:25:26
1049,ID1050,Jim,Admin Support,1,1,96.0,00:05:39,5.0,2021-01-19 11:25:26
1050,ID1051,Jim,Payment related,1,1,64.0,00:06:06,5.0,2021-01-19 11:44:10
1051,ID1052,Jim,Contract related,1,0,79.0,00:06:49,1.0,2021-01-19 11:44:10
1052,ID1053,Jim,Payment related,1,1,98.0,00:02:23,1.0,2021-01-19 11:55:41
1053,ID1054,Joe,Admin Support,1,1,91.0,00:04:00,5.0,2021-01-19 11:55:41
1054,ID1055,Martha,Streaming,0,0,,,,2021-01-19 12:28:48
1055,ID1056,Stewart,Contract related,1,1,84.0,00:06:44,2.0,2021-01-19 12:28:48
1056,ID1057,Joe,Technical Support,1,1,47.0,00:05:58,5.0,2021-01-19 12:40:19
1057,ID1058,Martha,Payment related,1,1,42.0,00:02:06,5.0,2021-01-19 12:40:19
1058,ID1059,Dan,Streaming,1,0,45.0,00:03:44,4.0,2021-01-19 12:59:02
1059,ID1060,Dan,Technical Support,0,0,,,,2021-01-19 12:59:02
1060,ID1061,Jim,Payment related,1,1,19.0,00:01:36,5.0,2021-01-19 13:14:53
1061,ID1062,Greg,Contract related,1,1,114.0,00:01:25,3.0,2021-01-19 13:14:53
1062,ID1063,Jim,Admin Support,1,1,94.0,00:00:57,5.0,2021-01-19 13:22:05
1063,ID1064,Dan,Payment related,0,0,,,,2021-01-19 13:22:05
1064,ID1065,Diane,Streaming,1,1,99.0,00:02:16,5.0,2021-01-19 13:26:24
1065,ID1066,Diane,Streaming,1,1,23.0,00:04:32,4.0,2021-01-19 13:26:24
1066,ID1067,Greg,Technical Support,0,0,,,,2021-01-19 13:36:29
1067,ID1068,Dan,Admin Support,1,1,80.0,00:04:52,5.0,2021-01-19 13:36:29
1068,ID1069,Stewart,Payment related,1,1,18.0,00:05:19,3.0,2021-01-19 13:37:55
1069,ID1070,Diane,Contract related,0,0,,,,2021-01-19 13:37:55
1070,ID1071,Martha,Payment related,1,1,104.0,00:03:33,4.0,2021-01-19 13:45:07
1071,ID1072,Martha,Payment related,1,1,116.0,00:05:45,3.0,2021-01-19 13:45:07
1072,ID1073,Stewart,Streaming,1,1,44.0,00:06:09,5.0,2021-01-19 14:22:34
1073,ID1074,Joe,Payment related,1,1,91.0,00:06:43,4.0,2021-01-19 14:22:34
1074,ID1075,Greg,Contract related,0,0,,,,2021-01-19 15:00:00
1075,ID1076,Martha,Technical Support,1,1,122.0,00:04:15,3.0,2021-01-19 15:00:00
1076,ID1077,Becky,Streaming,1,1,103.0,00:02:49,3.0,2021-01-19 15:30:14
1077,ID1078,Becky,Technical Support,1,1,18.0,00:02:01,5.0,2021-01-19 15:30:14
1078,ID1079,Jim,Contract related,1,1,20.0,00:02:27,4.0,2021-01-19 15:34:34
1079,ID1080,Greg,Payment related,1,1,93.0,00:01:41,2.0,2021-01-19 15:34:34
1080,ID1081,Becky,Admin Support,0,0,,,,2021-01-19 15:54:43
1081,ID1082,Joe,Technical Support,1,1,63.0,00:04:20,4.0,2021-01-19 15:54:43
1082,ID1083,Greg,Contract related,1,1,90.0,00:06:32,4.0,2021-01-19 16:09:07
1083,ID1084,Dan,Contract related,1,1,43.0,00:04:00,4.0,2021-01-19 16:09:07
1084,ID1085,Jim,Contract related,1,0,105.0,00:01:50,4.0,2021-01-19 16:40:48
1085,ID1086,Joe,Contract related,1,1,59.0,00:05:10,5.0,2021-01-19 16:40:48
1086,ID1087,Joe,Admin Support,1,1,115.0,00:06:47,4.0,2021-01-19 16:56:38
1087,ID1088,Dan,Payment related,1,1,106.0,00:01:51,4.0,2021-01-19 16:56:38
1088,ID1089,Becky,Streaming,1,1,35.0,00:00:59,3.0,2021-01-19 17:15:22
